horizon,avg_epoch_time_s_mean,avg_epoch_time_s_std,e2e_until_best_s_mean,e2e_until_best_s_std,inference_time_s_mean,inference_time_s_std,mse_mean,mse_std,smape_mean,smape_std
25,78.50666456410758,0.45242954128401613,866.8392863869667,152.2077037701873,18.007914781570435,0.5623188737922667,5.185374448046787e-05,1.8383959874687487e-06,38.90467584133148,1.1392113202143719
30,78.13898840413282,0.6690854300448044,1070.3186123371124,143.8923223442675,17.581264555454254,0.324065540960759,5.051509378972696e-05,3.3980298179211966e-06,36.44605278968811,0.7038560735430526
35,79.7782114237547,1.3863557996922065,852.5463777184486,299.06157311371715,18.00702327489853,0.36699180359905664,5.3611078328685835e-05,2.446560284564216e-06,38.867247849702835,4.546714015895551
40,80.99817734809224,1.3364182051523106,1193.4445254802704,231.66288459660925,17.854199647903442,0.33145432191894014,5.1550304306147154e-05,3.817433794039559e-06,34.26459580659866,5.85727102903263
