run,horizon,avg_epoch_time_s,e2e_until_best_s,total_fit_time_s,best_epoch,best_ckpt,inference_time_s,mse,rmse,mae,mape,smape
1,1,159.03934197198777,2547.391597509384,3363.4440174102783,15,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_1/best-epoch=15-val_loss=0.0004.ckpt,22.96776509284973,2.4559631128795445e-05,0.004955767461130057,0.0008017293876037002,0.05111498385667801,5.335879698395729
1,5,160.4234458009402,1124.0258815288544,1937.2195858955383,6,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_5/best-epoch=06-val_loss=0.0005.ckpt,22.590685606002808,2.816036794683896e-05,0.005306634333251063,0.000875551369972527,0.057892728596925735,5.9499818831682205
1,10,157.23600255359304,948.7016055583954,1740.563940525055,5,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_10/best-epoch=05-val_loss=0.0005.ckpt,22.59592342376709,2.8427642973838374e-05,0.005331757962795983,0.0008982510771602392,0.06804416328668594,7.744792848825455
1,15,155.63184076547623,1086.521199464798,1878.8423705101013,6,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_15/best-epoch=06-val_loss=0.0007.ckpt,22.979399919509888,3.466422276687808e-05,0.005887633036023737,0.0010836722794920206,0.06871917098760605,7.5705766677856445
1,20,158.8977001607418,477.13853216171265,1278.9294018745422,2,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_20/best-epoch=02-val_loss=0.0006.ckpt,23.355534553527832,2.9966278816573322e-05,0.00547414640072526,0.0009597128955647349,0.06821588426828384,7.139323651790619
1,25,160.28556138277054,482.0350732803345,1290.0485486984253,2,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_25/best-epoch=02-val_loss=0.0006.ckpt,23.70228409767151,3.241150261601433e-05,0.005693110100464801,0.0010104757966473699,0.07189621031284332,8.174218982458115
1,30,161.3053342766232,644.8468346595764,1459.8912959098816,3,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_30/best-epoch=03-val_loss=0.0006.ckpt,24.362465858459473,3.252722672186792e-05,0.005703264567058758,0.0010315199615433812,0.06985164433717728,7.635147869586945
1,35,164.22198820114136,492.22183775901794,1322.1183950901031,2,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_35/best-epoch=02-val_loss=0.0006.ckpt,24.208983182907104,3.3920983696589246e-05,0.005824172361511054,0.0010385734494775534,0.07814227789640427,7.659953087568283
1,40,165.03525140881538,495.3194625377655,1328.4010331630707,2,/home/unt.ad.unt.edu/srr0248/Desktop/pytorch_for/pytorch-forecasting/examples/all_for_plot/run_1/horizon_40/best-epoch=02-val_loss=0.0006.ckpt,24.93273687362671,3.17746598739177e-05,0.00563690162003185,0.00099558150395751,0.06592008471488953,7.057435065507889
